DAUID,low_income,minority,total_pop,total_pop_census,seniors,lone_parent,recent_immigrant,youth_15_24,visible_minority,low_income_lim
48110634,0.0,105.0,227.0,227.0,8.7,10.0,30.0,20.0,105.0,0.0
48110635,60.0,125.0,481.0,481.0,13.5,30.0,20.0,20.0,125.0,50.0
48110636,95.0,75.0,482.0,482.0,20.6,40.0,20.0,10.0,75.0,25.0
48110637,70.0,155.0,524.0,524.0,14.3,40.0,60.0,35.0,155.0,50.0
48110638,100.0,330.0,850.0,850.0,11.2,80.0,130.0,20.0,330.0,115.0
48110639,125.0,330.0,725.0,725.0,17.9,35.0,170.0,55.0,330.0,45.0
48110640,90.0,85.0,410.0,410.0,23.2,25.0,20.0,25.0,85.0,20.0
48110641,100.0,375.0,666.0,666.0,14.9,40.0,100.0,65.0,375.0,70.0
48110642,55.0,130.0,313.0,313.0,15.9,10.0,55.0,40.0,130.0,15.0
48110643,75.0,205.0,561.0,561.0,13.4,30.0,60.0,25.0,205.0,30.0
48110644,45.0,220.0,427.0,427.0,10.6,35.0,55.0,15.0,220.0,90.0
48110645,80.0,125.0,457.0,457.0,18.7,20.0,20.0,15.0,125.0,30.0
48110646,65.0,100.0,459.0,459.0,14.1,25.0,40.0,25.0,100.0,30.0
48110647,70.0,350.0,568.0,568.0,12.3,30.0,65.0,65.0,350.0,35.0
48110648,45.0,155.0,422.0,422.0,10.7,30.0,55.0,25.0,155.0,35.0
48110649,60.0,220.0,429.0,429.0,14.0,25.0,35.0,45.0,220.0,15.0
48110650,75.0,490.0,671.0,671.0,11.2,30.0,210.0,35.0,490.0,115.0
48110651,105.0,220.0,659.0,659.0,15.9,40.0,85.0,20.0,220.0,55.0
48110652,135.0,515.0,840.0,840.0,16.1,45.0,185.0,40.0,515.0,115.0
48110653,30.0,210.0,391.0,391.0,6.4,50.0,70.0,25.0,210.0,95.0
48110654,95.0,465.0,906.0,906.0,9.9,75.0,140.0,35.0,465.0,110.0
48110655,50.0,95.0,267.0,267.0,16.7,15.0,45.0,0.0,95.0,10.0
48110657,70.0,220.0,647.0,647.0,11.6,30.0,15.0,25.0,220.0,40.0
48110658,135.0,305.0,1145.0,1145.0,12.2,60.0,120.0,40.0,305.0,80.0
48110659,55.0,175.0,398.0,398.0,13.8,20.0,40.0,15.0,175.0,10.0
48110660,50.0,100.0,325.0,325.0,13.8,20.0,35.0,0.0,100.0,25.0
48110661,80.0,100.0,458.0,458.0,16.5,25.0,45.0,0.0,100.0,20.0
48110663,110.0,220.0,848.0,848.0,13.0,40.0,100.0,50.0,220.0,70.0
48110664,25.0,190.0,400.0,400.0,6.3,20.0,40.0,30.0,190.0,40.0
48110666,85.0,415.0,538.0,538.0,15.9,15.0,35.0,70.0,415.0,15.0
48110667,85.0,510.0,954.0,954.0,8.9,50.0,220.0,80.0,510.0,115.0
48110668,40.0,195.0,250.0,250.0,18.0,10.0,70.0,25.0,195.0,25.0
48110669,0.0,85.0,238.0,238.0,22.9,5.0,0.0,15.0,85.0,0.0
48110674,115.0,705.0,847.0,847.0,13.6,40.0,85.0,110.0,705.0,60.0
48110675,55.0,250.0,498.0,498.0,11.1,40.0,75.0,35.0,250.0,30.0
48110676,50.0,25.0,278.0,278.0,16.1,15.0,0.0,10.0,25.0,20.0
48110677,0.0,110.0,249.0,249.0,18.0,5.0,25.0,10.0,110.0,0.0
48110679,145.0,600.0,896.0,896.0,16.8,30.0,55.0,145.0,600.0,40.0
48110681,50.0,135.0,525.0,525.0,8.6,40.0,25.0,10.0,135.0,40.0
48110682,55.0,170.0,666.0,666.0,8.3,45.0,45.0,40.0,170.0,60.0
48110683,35.0,250.0,438.0,438.0,9.1,25.0,45.0,25.0,250.0,30.0
48110687,100.0,345.0,705.0,705.0,14.2,45.0,85.0,65.0,345.0,40.0
48110688,45.0,210.0,528.0,528.0,8.6,30.0,70.0,25.0,210.0,40.0
48110689,100.0,330.0,585.0,585.0,17.1,15.0,55.0,70.0,330.0,25.0
48110692,0.0,115.0,231.0,231.0,10.9,10.0,35.0,15.0,115.0,0.0
48110693,65.0,390.0,590.0,590.0,11.0,35.0,15.0,55.0,390.0,30.0
48110694,170.0,550.0,885.0,885.0,19.2,35.0,90.0,115.0,550.0,40.0
48110695,165.0,445.0,937.0,937.0,17.6,40.0,65.0,40.0,445.0,55.0
48110698,105.0,390.0,531.0,531.0,19.8,20.0,35.0,80.0,390.0,25.0
48110699,120.0,170.0,396.0,396.0,30.4,5.0,0.0,40.0,170.0,10.0
48110700,130.0,80.0,555.0,555.0,23.4,20.0,20.0,15.0,80.0,25.0
48110701,100.0,70.0,485.0,485.0,20.6,10.0,0.0,10.0,70.0,20.0
48110702,90.0,355.0,691.0,691.0,13.0,40.0,130.0,55.0,355.0,65.0
48110703,100.0,190.0,777.0,777.0,12.9,30.0,75.0,20.0,190.0,35.0
48110705,105.0,210.0,541.0,541.0,19.3,15.0,80.0,40.0,210.0,30.0
48110706,75.0,165.0,522.0,522.0,14.4,30.0,30.0,20.0,165.0,60.0
48110707,50.0,110.0,376.0,376.0,13.3,15.0,30.0,15.0,110.0,25.0
48110708,60.0,245.0,653.0,653.0,9.2,40.0,130.0,25.0,245.0,85.0
48110709,60.0,185.0,563.0,563.0,10.6,40.0,85.0,45.0,185.0,45.0
48110711,160.0,600.0,1055.0,1055.0,14.7,55.0,170.0,105.0,600.0,150.0
48110712,60.0,150.0,271.0,271.0,22.2,10.0,30.0,25.0,150.0,15.0
48110713,40.0,240.0,388.0,388.0,11.7,15.0,40.0,45.0,240.0,20.0
48110714,105.0,180.0,429.0,429.0,24.4,30.0,30.0,35.0,180.0,15.0
48110715,100.0,275.0,537.0,537.0,19.4,25.0,55.0,50.0,275.0,40.0
48110716,105.0,410.0,726.0,726.0,14.4,45.0,115.0,50.0,410.0,45.0
48110717,120.0,165.0,694.0,694.0,16.5,45.0,65.0,35.0,165.0,75.0
48110718,60.0,100.0,336.0,336.0,17.6,10.0,35.0,40.0,100.0,20.0
48110719,100.0,420.0,951.0,951.0,10.5,80.0,85.0,65.0,420.0,160.0
48110720,60.0,65.0,314.0,314.0,20.6,25.0,25.0,10.0,65.0,70.0
48110721,0.0,40.0,236.0,236.0,25.5,10.0,0.0,35.0,40.0,0.0
48110722,80.0,155.0,399.0,399.0,21.3,10.0,65.0,35.0,155.0,35.0
48110726,95.0,355.0,740.0,740.0,12.8,35.0,105.0,55.0,355.0,120.0
48110727,65.0,745.0,1108.0,1108.0,5.9,120.0,350.0,65.0,745.0,310.0
48110728,70.0,75.0,389.0,389.0,17.9,15.0,35.0,10.0,75.0,35.0
48110729,120.0,315.0,605.0,605.0,20.7,35.0,130.0,80.0,315.0,50.0
48110730,45.0,390.0,614.0,614.0,6.5,55.0,170.0,25.0,390.0,160.0
48110731,105.0,135.0,493.0,493.0,20.2,20.0,45.0,30.0,135.0,40.0
48110732,75.0,70.0,338.0,338.0,23.5,15.0,15.0,0.0,70.0,15.0
48110733,155.0,85.0,541.0,541.0,28.7,15.0,0.0,35.0,85.0,45.0
48110735,90.0,460.0,744.0,744.0,12.8,65.0,190.0,40.0,460.0,135.0
48110736,45.0,800.0,974.0,974.0,5.1,50.0,420.0,115.0,800.0,195.0
48110737,170.0,430.0,952.0,952.0,17.9,70.0,65.0,105.0,430.0,140.0
48110738,95.0,255.0,465.0,465.0,20.4,20.0,70.0,15.0,255.0,35.0
48110742,95.0,80.0,499.0,499.0,20.0,25.0,0.0,0.0,80.0,20.0
48110743,180.0,45.0,691.0,691.0,25.4,25.0,15.0,15.0,45.0,45.0
48110744,115.0,85.0,658.0,658.0,16.7,35.0,35.0,25.0,85.0,40.0
48110745,85.0,105.0,569.0,569.0,14.0,30.0,25.0,10.0,105.0,30.0
48110746,95.0,65.0,554.0,554.0,18.2,25.0,50.0,10.0,65.0,20.0
48110747,60.0,35.0,418.0,418.0,15.5,20.0,0.0,25.0,35.0,25.0
48110748,50.0,80.0,507.0,507.0,8.8,20.0,20.0,15.0,80.0,30.0
48110749,35.0,85.0,494.0,494.0,8.1,35.0,30.0,0.0,85.0,60.0
48110750,110.0,115.0,578.0,578.0,19.0,25.0,60.0,30.0,115.0,100.0
48110751,245.0,225.0,804.0,804.0,31.1,35.0,15.0,25.0,225.0,90.0
48110752,145.0,95.0,771.0,771.0,18.7,20.0,10.0,20.0,95.0,90.0
48110753,115.0,110.0,514.0,514.0,22.3,30.0,45.0,35.0,110.0,50.0
48110754,120.0,35.0,490.0,490.0,24.5,20.0,10.0,0.0,35.0,20.0
48110755,70.0,30.0,347.0,347.0,18.6,20.0,0.0,20.0,30.0,30.0
48110756,100.0,60.0,468.0,468.0,21.3,20.0,0.0,20.0,60.0,15.0
48110757,75.0,105.0,610.0,610.0,37.7,30.0,25.0,15.0,105.0,80.0
48110758,115.0,55.0,570.0,570.0,20.2,20.0,10.0,20.0,55.0,20.0
48110759,145.0,125.0,751.0,751.0,18.5,35.0,45.0,20.0,125.0,30.0
48110760,95.0,55.0,532.0,532.0,18.7,20.0,10.0,15.0,55.0,10.0
48110765,115.0,135.0,820.0,820.0,14.0,45.0,45.0,20.0,135.0,35.0
48110767,100.0,45.0,528.0,528.0,19.0,20.0,0.0,10.0,45.0,25.0
48110768,175.0,20.0,446.0,446.0,40.0,10.0,0.0,0.0,20.0,35.0
48110769,80.0,25.0,359.0,359.0,22.5,15.0,0.0,10.0,25.0,10.0
48110770,90.0,25.0,470.0,470.0,20.2,15.0,0.0,10.0,25.0,15.0
48110771,90.0,25.0,447.0,447.0,20.2,15.0,0.0,10.0,25.0,20.0
48110772,100.0,30.0,481.0,481.0,20.8,10.0,15.0,10.0,30.0,20.0
48110773,80.0,15.0,447.0,447.0,17.8,15.0,0.0,0.0,15.0,10.0
48110774,105.0,25.0,363.0,363.0,28.8,10.0,0.0,15.0,25.0,15.0
48110775,55.0,10.0,287.0,287.0,17.5,15.0,0.0,0.0,10.0,25.0
48110776,90.0,10.0,437.0,437.0,20.5,15.0,10.0,0.0,10.0,10.0
48110777,105.0,80.0,668.0,668.0,15.8,40.0,45.0,20.0,80.0,25.0
48110778,125.0,100.0,685.0,685.0,18.2,35.0,40.0,20.0,100.0,35.0
48110779,60.0,100.0,487.0,487.0,12.2,35.0,55.0,20.0,100.0,30.0
48110780,135.0,70.0,806.0,806.0,16.7,40.0,35.0,10.0,70.0,90.0
48110785,100.0,25.0,466.0,466.0,21.5,20.0,0.0,0.0,25.0,15.0
48110786,95.0,50.0,408.0,408.0,24.4,20.0,0.0,0.0,50.0,25.0
48110787,100.0,55.0,498.0,498.0,20.0,30.0,0.0,30.0,55.0,35.0
48110788,45.0,140.0,477.0,477.0,9.4,30.0,45.0,15.0,140.0,110.0
48110789,45.0,160.0,594.0,594.0,7.6,40.0,65.0,20.0,160.0,90.0
48110790,70.0,130.0,473.0,473.0,14.7,15.0,20.0,0.0,130.0,55.0
48110791,90.0,40.0,414.0,414.0,21.7,25.0,15.0,0.0,40.0,40.0
48110792,75.0,130.0,452.0,452.0,17.8,45.0,40.0,45.0,130.0,95.0
48110793,65.0,65.0,388.0,388.0,16.7,30.0,0.0,0.0,65.0,25.0
48110794,65.0,10.0,266.0,266.0,24.5,5.0,0.0,10.0,10.0,15.0
48110795,10.0,530.0,667.0,667.0,2.3,75.0,280.0,40.0,530.0,270.0
48110796,25.0,270.0,615.0,615.0,4.1,50.0,145.0,10.0,270.0,210.0
48110797,110.0,155.0,623.0,623.0,18.5,60.0,70.0,15.0,155.0,160.0
48110798,115.0,100.0,574.0,574.0,20.9,35.0,30.0,30.0,100.0,45.0
48110799,80.0,50.0,452.0,452.0,17.8,25.0,10.0,10.0,50.0,55.0
48110800,50.0,35.0,390.0,390.0,11.5,40.0,0.0,0.0,35.0,85.0
48110801,130.0,90.0,526.0,526.0,36.2,30.0,25.0,25.0,90.0,90.0
48110802,100.0,35.0,571.0,571.0,18.4,20.0,0.0,10.0,35.0,45.0
48110803,115.0,30.0,506.0,506.0,22.8,25.0,0.0,25.0,30.0,30.0
48110804,65.0,45.0,422.0,422.0,15.5,20.0,15.0,0.0,45.0,35.0
48110805,105.0,30.0,436.0,436.0,23.0,10.0,10.0,0.0,30.0,10.0
48110806,100.0,0.0,472.0,472.0,22.3,20.0,10.0,25.0,0.0,35.0
48110807,65.0,60.0,487.0,487.0,12.4,10.0,0.0,0.0,60.0,50.0
48110808,165.0,90.0,643.0,643.0,26.4,25.0,45.0,25.0,90.0,50.0
48110809,85.0,35.0,460.0,460.0,19.6,15.0,15.0,0.0,35.0,45.0
48110810,50.0,85.0,422.0,422.0,11.9,20.0,30.0,10.0,85.0,20.0
48110811,60.0,75.0,564.0,564.0,11.5,25.0,30.0,25.0,75.0,45.0
48110812,75.0,85.0,515.0,515.0,14.6,20.0,20.0,40.0,85.0,55.0
48110813,120.0,70.0,472.0,472.0,27.7,15.0,0.0,0.0,70.0,55.0
48110814,85.0,80.0,491.0,491.0,18.4,20.0,20.0,0.0,80.0,50.0
48110815,75.0,75.0,458.0,458.0,15.4,25.0,25.0,0.0,75.0,20.0
48110818,70.0,85.0,551.0,551.0,33.6,20.0,45.0,15.0,85.0,55.0
48110819,70.0,105.0,395.0,395.0,16.5,15.0,30.0,10.0,105.0,35.0
48110820,50.0,30.0,551.0,551.0,31.5,25.0,15.0,0.0,30.0,50.0
48110821,110.0,55.0,630.0,630.0,16.7,25.0,10.0,0.0,55.0,20.0
48110822,70.0,80.0,470.0,470.0,13.8,30.0,35.0,15.0,80.0,30.0
48110823,50.0,90.0,426.0,426.0,11.8,15.0,25.0,20.0,90.0,25.0
48110824,65.0,0.0,399.0,399.0,16.3,15.0,0.0,10.0,0.0,15.0
48110825,0.0,15.0,239.0,239.0,10.6,10.0,0.0,0.0,15.0,0.0
48110826,80.0,60.0,446.0,446.0,18.0,25.0,25.0,15.0,60.0,50.0
48110827,85.0,100.0,657.0,657.0,12.9,25.0,60.0,30.0,100.0,55.0
48110828,85.0,255.0,698.0,698.0,11.4,35.0,75.0,50.0,255.0,115.0
48110829,75.0,110.0,686.0,686.0,11.6,30.0,55.0,20.0,110.0,35.0
48110830,145.0,180.0,917.0,917.0,18.6,45.0,30.0,30.0,180.0,110.0
48110831,210.0,85.0,802.0,802.0,32.9,20.0,30.0,25.0,85.0,90.0
48110832,65.0,65.0,456.0,456.0,14.3,25.0,10.0,25.0,65.0,40.0
48110833,70.0,80.0,415.0,415.0,15.7,30.0,10.0,0.0,80.0,30.0
48110834,85.0,90.0,529.0,529.0,15.1,35.0,20.0,25.0,90.0,45.0
48110835,60.0,130.0,629.0,629.0,8.7,15.0,40.0,15.0,130.0,60.0
48110836,85.0,30.0,571.0,571.0,13.9,15.0,15.0,10.0,30.0,30.0
48110837,170.0,90.0,715.0,715.0,24.5,25.0,35.0,10.0,90.0,40.0
48110838,50.0,60.0,597.0,597.0,9.2,30.0,0.0,0.0,60.0,45.0
48110839,40.0,115.0,563.0,563.0,8.0,15.0,20.0,10.0,115.0,55.0
48110840,35.0,10.0,547.0,547.0,38.5,15.0,10.0,15.0,10.0,25.0
48110841,55.0,50.0,429.0,429.0,11.8,25.0,10.0,15.0,50.0,30.0
48110842,90.0,65.0,549.0,549.0,16.4,25.0,20.0,15.0,65.0,40.0
48110843,100.0,95.0,670.0,670.0,15.7,65.0,30.0,0.0,95.0,90.0
48110844,55.0,30.0,375.0,375.0,13.3,25.0,0.0,0.0,30.0,25.0
48110845,90.0,70.0,672.0,672.0,14.2,30.0,20.0,0.0,70.0,45.0
48110846,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
48110847,95.0,340.0,819.0,819.0,11.0,45.0,160.0,25.0,340.0,95.0
48110848,85.0,80.0,462.0,462.0,18.5,20.0,50.0,20.0,80.0,35.0
48110849,150.0,250.0,695.0,695.0,21.6,35.0,90.0,15.0,250.0,70.0
48110850,80.0,515.0,767.0,767.0,10.5,35.0,235.0,35.0,515.0,160.0
48110851,75.0,105.0,542.0,542.0,13.9,25.0,40.0,15.0,105.0,20.0
48110852,90.0,110.0,461.0,461.0,19.6,20.0,45.0,15.0,110.0,35.0
48110853,30.0,35.0,257.0,257.0,9.6,20.0,0.0,0.0,35.0,40.0
48110854,65.0,120.0,606.0,606.0,10.7,25.0,15.0,0.0,120.0,65.0
48110855,65.0,165.0,590.0,590.0,11.0,25.0,25.0,25.0,165.0,80.0
48110856,120.0,170.0,669.0,669.0,18.8,25.0,65.0,10.0,170.0,120.0
48110857,40.0,200.0,617.0,617.0,6.5,40.0,95.0,10.0,200.0,90.0
48110858,60.0,205.0,561.0,561.0,10.7,25.0,20.0,30.0,205.0,30.0
48110859,50.0,195.0,592.0,592.0,9.3,25.0,50.0,20.0,195.0,75.0
48110860,225.0,165.0,618.0,618.0,49.2,15.0,35.0,0.0,165.0,215.0
48110861,40.0,110.0,506.0,506.0,6.9,10.0,25.0,0.0,110.0,105.0
48110862,35.0,295.0,696.0,696.0,5.0,20.0,75.0,15.0,295.0,165.0
48110866,140.0,155.0,582.0,582.0,25.0,15.0,45.0,35.0,155.0,160.0
48110867,50.0,205.0,671.0,671.0,18.7,15.0,30.0,25.0,205.0,140.0
48110868,25.0,800.0,1051.0,1051.0,2.4,15.0,140.0,30.0,800.0,495.0
48110869,45.0,320.0,693.0,693.0,6.5,20.0,110.0,10.0,320.0,130.0
48110870,45.0,200.0,606.0,606.0,7.4,15.0,65.0,10.0,200.0,60.0
48110871,50.0,150.0,563.0,563.0,19.5,10.0,45.0,0.0,150.0,95.0
48110872,50.0,215.0,659.0,659.0,6.9,20.0,50.0,20.0,215.0,75.0
48110873,40.0,135.0,543.0,543.0,7.3,10.0,35.0,20.0,135.0,50.0
48110874,85.0,245.0,621.0,621.0,12.9,25.0,55.0,30.0,245.0,50.0
48110875,60.0,55.0,433.0,433.0,12.6,15.0,25.0,0.0,55.0,30.0
48110876,95.0,130.0,544.0,544.0,17.4,20.0,30.0,25.0,130.0,50.0
48110877,75.0,95.0,541.0,541.0,13.9,25.0,15.0,0.0,95.0,65.0
48110878,75.0,30.0,529.0,529.0,14.2,15.0,0.0,0.0,30.0,35.0
48110879,90.0,100.0,452.0,452.0,35.6,15.0,60.0,25.0,100.0,50.0
48110880,95.0,75.0,500.0,500.0,20.0,10.0,30.0,25.0,75.0,30.0
48110881,90.0,115.0,543.0,543.0,17.6,15.0,15.0,15.0,115.0,25.0
48110882,60.0,0.0,271.0,271.0,21.8,10.0,0.0,0.0,0.0,10.0
48110883,135.0,160.0,616.0,616.0,22.8,15.0,25.0,25.0,160.0,25.0
48110884,150.0,225.0,702.0,702.0,20.6,30.0,35.0,40.0,225.0,35.0
48110885,85.0,150.0,417.0,417.0,21.4,5.0,25.0,10.0,150.0,20.0
48110886,100.0,225.0,486.0,486.0,20.4,30.0,65.0,30.0,225.0,40.0
48110887,75.0,125.0,530.0,530.0,14.2,30.0,70.0,20.0,125.0,85.0
48110889,50.0,420.0,546.0,546.0,9.2,45.0,165.0,50.0,420.0,150.0
48110890,35.0,510.0,736.0,736.0,4.1,70.0,205.0,35.0,510.0,100.0
48110891,105.0,145.0,677.0,677.0,15.4,35.0,55.0,10.0,145.0,50.0
48110892,0.0,0.0,194.0,194.0,12.8,10.0,0.0,0.0,0.0,0.0
48110893,125.0,380.0,872.0,872.0,14.3,40.0,195.0,45.0,380.0,150.0
48110894,105.0,80.0,383.0,383.0,26.0,5.0,10.0,30.0,80.0,5.0
